VariableCode,RegionCode,YearCode,AggValue
rgdpe,AGO,1970,19026.00000000000000000
pop,AGO,1970,5.92633300000000000
rgdpe,AGO,1980,19247.05078125000000000
pop,AGO,1980,7.63842000000000000
rgdpe,AGO,1990,27311.73437500000000000
pop,AGO,1990,10.33505200000000000
rgdpe,AGO,2000,32284.10742187500000000
pop,AGO,2000,13.92637300000000000
rgdpe,AGO,2010,97857.80468750000000000
pop,AGO,2010,19.08191200000000000
rgdpe,ALB,1970,8043.71972656250000000
pop,ALB,1970,2.13559900000000000
rgdpe,ALB,1980,11895.23632812500000000
pop,ALB,1980,2.67130000000000000
rgdpe,ALB,1990,14904.61425781250000000
pop,ALB,1990,3.28948300000000000
rgdpe,ALB,2000,13720.70703125000000000
pop,ALB,2000,3.07185600000000000
rgdpe,ALB,2010,23574.44726562500000000
pop,ALB,2010,3.20428400000000000
rgdpe,ARG,1950,36905.05468750000000000
pop,ARG,1950,17.16539835316770000
rgdpe,ARG,1960,49341.14062500000000000
pop,ARG,1960,20.63411509474160000
rgdpe,ARG,1970,71057.52343750000000000
pop,ARG,1970,23.98335800000000000
rgdpe,ARG,1980,95231.82812500000000000
pop,ARG,1980,28.13104000000000000
rgdpe,ARG,1990,150802.98437500000000000
pop,ARG,1990,32.64244200000000000
rgdpe,ARG,2000,391555.34375000000000000
pop,ARG,2000,36.93070900000000000
rgdpe,ARG,2010,574300.93750000000000000
pop,ARG,2010,40.41237600000000000
rgdpe,ARM,1990,13808.25585937500000000
pop,ARM,1990,3.54469500000000000
rgdpe,ARM,2000,7938.81689453125000000
pop,ARM,2000,3.07609800000000000
rgdpe,ARM,2010,15600.64648437500000000
pop,ARM,2010,3.09207200000000000
rgdpe,ATG,1970,283.56893920898400000
pop,ATG,1970,0.06558700000000000
rgdpe,ATG,1980,402.75976562500000000
pop,ATG,1980,0.07022800000000000
rgdpe,ATG,1990,747.65484619140600000
pop,ATG,1990,0.06220200000000000
rgdpe,ATG,2000,1039.00903320313000000
pop,ATG,2000,0.07765600000000000
rgdpe,ATG,2010,1182.59594726563000000
pop,ATG,2010,0.08871000000000000
rgdpe,AUS,1950,97407.42968750000000000
pop,AUS,1950,8.31187426635951000
rgdpe,AUS,1960,128872.60937500000000000
pop,AUS,1960,10.41709058375450000
rgdpe,AUS,1970,214561.04687500000000000
pop,AUS,1970,12.72836200000000000
rgdpe,AUS,1980,291641.68750000000000000
pop,AUS,1980,14.70991800000000000
rgdpe,AUS,1990,413624.75000000000000000
pop,AUS,1990,17.09615300000000000
rgdpe,AUS,2000,613465.56250000000000000
pop,AUS,2000,19.16435100000000000
rgdpe,AUS,2010,845198.06250000000000000
pop,AUS,2010,22.26838400000000000
rgdpe,AUT,1950,33599.01171875000000000
pop,AUT,1950,6.93400592557793000
rgdpe,AUT,1960,59652.96093750000000000
pop,AUT,1960,7.04632520340545000
rgdpe,AUT,1970,92985.45312500000000000
pop,AUT,1970,7.46590800000000000
rgdpe,AUT,1980,125990.66406250000000000
pop,AUT,1980,7.54879800000000000
rgdpe,AUT,1990,173568.00000000000000000
pop,AUT,1990,7.67051300000000000
rgdpe,AUT,2000,265096.12500000000000000
pop,AUT,2000,8.00471200000000000
rgdpe,AUT,2010,309750.78125000000000000
pop,AUT,2010,8.39364400000000000
rgdpe,AZE,1990,46193.48437500000000000
pop,AZE,1990,7.21169200000000000
rgdpe,AZE,2000,19294.90820312500000000
pop,AZE,2000,8.11072300000000000
rgdpe,AZE,2010,79940.79687500000000000
pop,AZE,2010,9.18778300000000000
rgdpe,BDI,1960,1686.08874511719000000
pop,BDI,1960,2.80867887767103000
rgdpe,BDI,1970,2503.08349609375000000
pop,BDI,1970,3.51349900000000000
rgdpe,BDI,1980,3133.41479492188000000
pop,BDI,1980,4.12999700000000000
rgdpe,BDI,1990,4045.24877929688000000
pop,BDI,1990,5.60172000000000000
rgdpe,BDI,2000,3592.68164062500000000
pop,BDI,2000,6.37434700000000000
rgdpe,BDI,2010,4929.22412109375000000
pop,BDI,2010,8.38284900000000000
rgdpe,BEL,1950,62264.31640625000000000
pop,BEL,1950,8.62781255089875000
rgdpe,BEL,1960,85352.62500000000000000
pop,BEL,1960,9.10650237394426000
rgdpe,BEL,1970,137834.50000000000000000
pop,BEL,1970,9.62490800000000000
rgdpe,BEL,1980,200375.50000000000000000
pop,BEL,1980,9.84729700000000000
rgdpe,BEL,1990,230575.12500000000000000
pop,BEL,1990,9.94901900000000000
rgdpe,BEL,2000,323138.43750000000000000
pop,BEL,2000,10.17568400000000000
rgdpe,BEL,2010,380482.06250000000000000
pop,BEL,2010,10.71206600000000000
rgdpe,BEN,1960,2146.91162109375000000
pop,BEN,1960,2.23526808601848000
rgdpe,BEN,1970,3279.07739257813000000
pop,BEN,1970,2.84950800000000000
rgdpe,BEN,1980,4237.48730468750000000
pop,BEN,1980,3.61057800000000000
rgdpe,BEN,1990,4986.07910156250000000
pop,BEN,1990,4.77313700000000000
rgdpe,BEN,2000,8441.67675781250000000
pop,BEN,2000,6.51781000000000000
rgdpe,BEN,2010,13477.87792968750000000
pop,BEN,2010,8.84989200000000000
rgdpe,BFA,1960,3071.74975585938000000
pop,BFA,1960,5.32791468110971000
rgdpe,BFA,1970,3705.73095703125000000
pop,BFA,1970,5.80749200000000000
rgdpe,BFA,1980,5600.51806640625000000
pop,BFA,1980,7.21208800000000000
rgdpe,BFA,1990,7119.04248046875000000
pop,BFA,1990,9.32399600000000000
rgdpe,BFA,2000,10946.55078125000000000
pop,BFA,2000,12.29401200000000000
rgdpe,BFA,2010,20496.84570312500000000
pop,BFA,2010,16.46871400000000000
rgdpe,BGD,1960,71849.42187500000000000
pop,BGD,1960,54.22763450129320000
rgdpe,BGD,1970,91467.91406250000000000
pop,BGD,1970,66.88115800000000000
rgdpe,BGD,1980,87711.02343750000000000
pop,BGD,1980,80.62442300000000000
rgdpe,BGD,1990,130222.08593750000000000
pop,BGD,1990,105.25602600000000000
rgdpe,BGD,2000,163357.71875000000000000
pop,BGD,2000,129.59227500000000000
rgdpe,BGD,2010,253020.54687500000000000
pop,BGD,2010,148.69213100000000000
rgdpe,BGR,1970,25680.45312500000000000
pop,BGR,1970,8.48957200000000000
rgdpe,BGR,1980,50018.05078125000000000
pop,BGR,1980,8.86153600000000000
rgdpe,BGR,1990,67385.85937500000000000
pop,BGR,1990,8.81891500000000000
rgdpe,BGR,2000,58950.21484375000000000
pop,BGR,2000,8.00615800000000000
rgdpe,BGR,2010,94440.22656250000000000
pop,BGR,2010,7.49433200000000000
rgdpe,BHR,1970,2913.03881835938000000
pop,BHR,1970,0.21187800000000000
rgdpe,BHR,1980,6844.45751953125000000
pop,BHR,1980,0.35795700000000000
rgdpe,BHR,1990,7113.15771484375000000
pop,BHR,1990,0.49289100000000000
rgdpe,BHR,2000,11590.80078125000000000
pop,BHR,2000,0.63819300000000000
rgdpe,BHR,2010,34190.30468750000000000
pop,BHR,2010,1.26183500000000000
rgdpe,BHS,1970,2037.89013671875000000
pop,BHS,1970,0.16936700000000000
rgdpe,BHS,1980,3525.05932617188000000
pop,BHS,1980,0.21060000000000000
rgdpe,BHS,1990,4792.13134765625000000
pop,BHS,1990,0.25612800000000000
rgdpe,BHS,2000,7412.31494140625000000
pop,BHS,2000,0.29765100000000000
rgdpe,BHS,2010,6972.64794921875000000
pop,BHS,2010,0.34287700000000000
rgdpe,BIH,1990,4904.90966796875000000
pop,BIH,1990,4.30819700000000000
rgdpe,BIH,2000,18251.57812500000000000
pop,BIH,2000,3.69369800000000000
rgdpe,BIH,2010,28520.98437500000000000
pop,BIH,2010,3.76014900000000000
rgdpe,BLR,1990,121122.38281250000000000
pop,BLR,1990,10.25970000000000000
rgdpe,BLR,2000,71010.32812500000000000
pop,BLR,2000,10.05781000000000000
rgdpe,BLR,2010,131459.68750000000000000
pop,BLR,2010,9.59542100000000000
rgdpe,BLZ,1970,428.51602172851600000
pop,BLZ,1970,0.12233600000000000
rgdpe,BLZ,1980,644.40484619140600000
pop,BLZ,1980,0.14382900000000000
rgdpe,BLZ,1990,1042.34082031250000000
pop,BLZ,1990,0.19024100000000000
rgdpe,BLZ,2000,1541.04992675781000000
pop,BLZ,2000,0.25051200000000000
rgdpe,BLZ,2010,2271.48999023438000000
pop,BLZ,2010,0.31162700000000000
rgdpe,BMU,1970,957.13427734375000000
pop,BMU,1970,0.05176500000000000
rgdpe,BMU,1980,1334.56481933594000000
pop,BMU,1980,0.05606400000000000
rgdpe,BMU,1990,1644.48425292969000000
pop,BMU,1990,0.05979500000000000
rgdpe,BMU,2000,2077.75439453125000000
pop,BMU,2000,0.06283400000000000
rgdpe,BMU,2010,2513.07397460938000000
pop,BMU,2010,0.06494100000000000
rgdpe,BOL,1950,4222.82568359375000000
pop,BOL,1950,2.68351845581975000
rgdpe,BOL,1960,4508.12597656250000000
pop,BOL,1960,3.33163593214974000
rgdpe,BOL,1970,6825.83203125000000000
pop,BOL,1970,4.21657200000000000
rgdpe,BOL,1980,10480.69531250000000000
pop,BOL,1980,5.35264900000000000
rgdpe,BOL,1990,13407.63281250000000000
pop,BOL,1990,6.65846200000000000
rgdpe,BOL,2000,23135.03906250000000000
pop,BOL,2000,8.30724800000000000
rgdpe,BOL,2010,39909.27343750000000000
pop,BOL,2010,9.92984900000000000
rgdpe,BRA,1950,75783.17187500000000000
pop,BRA,1950,53.66314188988400000
rgdpe,BRA,1960,142713.39062500000000000
pop,BRA,1960,71.99003354126370000
rgdpe,BRA,1970,299726.25000000000000000
pop,BRA,1970,96.07830400000000000
rgdpe,BRA,1980,595254.56250000000000000
pop,BRA,1980,121.71186400000000000
rgdpe,BRA,1990,793306.37500000000000000
pop,BRA,1990,149.65020600000000000
rgdpe,BRA,2000,1348739.62500000000000000
pop,BRA,2000,174.42538700000000000
rgdpe,BRA,2010,1850212.87500000000000000
pop,BRA,2010,194.94647000000000000
rgdpe,BRB,1960,1774.96374511719000000
pop,BRB,1960,0.23218038092027000
rgdpe,BRB,1970,2978.87988281250000000
pop,BRB,1970,0.23859300000000000
rgdpe,BRB,1980,2891.93383789063000000
pop,BRB,1980,0.24879600000000000
rgdpe,BRB,1990,3881.10302734375000000
pop,BRB,1990,0.25950100000000000
rgdpe,BRB,2000,6093.64355468750000000
pop,BRB,2000,0.26751100000000000
rgdpe,BRB,2010,5823.26074218750000000
pop,BRB,2010,0.27333100000000000
rgdpe,BRN,1970,7192.50195312500000000
pop,BRN,1970,0.12508800000000000
rgdpe,BRN,1980,17985.87890625000000000
pop,BRN,1980,0.18930000000000000
rgdpe,BRN,1990,11027.17187500000000000
pop,BRN,1990,0.25212500000000000
rgdpe,BRN,2000,13735.34667968750000000
pop,BRN,2000,0.32703600000000000
rgdpe,BRN,2010,23121.56250000000000000
pop,BRN,2010,0.39892000000000000
rgdpe,BTN,1970,393.86581420898400000
pop,BTN,1970,0.30187900000000000
rgdpe,BTN,1980,572.41815185546900000
pop,BTN,1980,0.43063300000000000
rgdpe,BTN,1990,1188.88085937500000000
pop,BTN,1990,0.55850000000000000
rgdpe,BTN,2000,2057.11572265625000000
pop,BTN,2000,0.57126200000000000
rgdpe,BTN,2010,4138.33593750000000000
pop,BTN,2010,0.72594000000000000
rgdpe,BWA,1960,229.08448791503900000
pop,BWA,1960,0.58936619840958600
rgdpe,BWA,1970,499.46694946289100000
pop,BWA,1970,0.69295900000000000
rgdpe,BWA,1980,2019.55920410156000000
pop,BWA,1980,0.99621100000000000
rgdpe,BWA,1990,8050.31250000000000000
pop,BWA,1990,1.38237100000000000
rgdpe,BWA,2000,16444.80468750000000000
pop,BWA,2000,1.75792500000000000
rgdpe,BWA,2010,29072.59375000000000000
pop,BWA,2010,2.00694500000000000
rgdpe,CAF,1960,1615.95507812500000000
pop,CAF,1960,1.45904281014275000
rgdpe,CAF,1970,2100.18920898438000000
pop,CAF,1970,1.82870900000000000
rgdpe,CAF,1980,1911.40893554688000000
pop,CAF,1980,2.27363000000000000
rgdpe,CAF,1990,2652.10546875000000000
pop,CAF,1990,2.93477700000000000
rgdpe,CAF,2000,2982.67944335938000000
pop,CAF,2000,3.70160700000000000
rgdpe,CAF,2010,3284.15844726563000000
pop,CAF,2010,4.40105100000000000
rgdpe,CAN,1950,136488.37500000000000000
pop,CAN,1950,13.99007888638690000
rgdpe,CAN,1960,215339.87500000000000000
pop,CAN,1960,18.23893986984980000
rgdpe,CAN,1970,350268.50000000000000000
pop,CAN,1970,21.71685500000000000
rgdpe,CAN,1980,544387.18750000000000000
pop,CAN,1980,24.51627700000000000
rgdpe,CAN,1990,750838.31250000000000000
pop,CAN,1990,27.70085400000000000
rgdpe,CAN,2000,1032854.06250000000000000
pop,CAN,2000,30.66736500000000000
rgdpe,CAN,2010,1177764.62500000000000000
pop,CAN,2010,34.01659300000000000
rgdpe,CHE,1950,56065.83593750000000000
pop,CHE,1950,4.62069061049944000
rgdpe,CHE,1960,90747.78906250000000000
pop,CHE,1960,5.27825800031913000
rgdpe,CHE,1970,147216.32812500000000000
pop,CHE,1970,6.16912400000000000
rgdpe,CHE,1980,168937.65625000000000000
pop,CHE,1980,6.30334600000000000
rgdpe,CHE,1990,219307.67187500000000000
pop,CHE,1990,6.67373800000000000
rgdpe,CHE,2000,267054.34375000000000000
pop,CHE,2000,7.16790800000000000
rgdpe,CHE,2010,343222.46875000000000000
pop,CHE,2010,7.66431800000000000
rgdpe,CHL,1960,35367.07031250000000000
pop,CHL,1960,7.75457932721642000
rgdpe,CHL,1970,61000.93750000000000000
pop,CHL,1970,9.57757200000000000
rgdpe,CHL,1980,71588.93750000000000000
pop,CHL,1980,11.17881700000000000
rgdpe,CHL,1990,89878.37500000000000000
pop,CHL,1990,13.18782100000000000
rgdpe,CHL,2000,151885.79687500000000000
pop,CHL,2000,15.41982000000000000
rgdpe,CHL,2010,261167.71875000000000000
pop,CHL,2010,17.11368800000000000
rgdpe,CHN,1960,670730.75000000000000000
pop,CHN,1960,634.43654280479700000
rgdpe,CHN,1970,885256.81250000000000000
pop,CHN,1970,799.94684100000000000
rgdpe,CHN,1980,1460655.00000000000000000
pop,CHN,1980,965.36557100000000000
rgdpe,CHN,1990,2611027.00000000000000000
pop,CHN,1990,1124.79392400000000000
rgdpe,CHN,2000,4951485.00000000000000000
pop,CHN,2000,1246.84006500000000000
rgdpe,CHN,2010,11106452.00000000000000000
pop,CHN,2010,1318.17015200000000000
rgdpe,CIV,1960,5495.02294921875000000
pop,CIV,1960,3.47185375050717000
rgdpe,CIV,1970,12783.61328125000000000
pop,CIV,1970,5.41641600000000000
rgdpe,CIV,1980,17794.53710937500000000
pop,CIV,1980,8.50098500000000000
rgdpe,CIV,1990,24901.99804687500000000
pop,CIV,1990,12.51773000000000000
rgdpe,CIV,2000,31377.84179687500000000
pop,CIV,2000,16.58165300000000000
rgdpe,CIV,2010,38677.33984375000000000
pop,CIV,2010,19.73780000000000000
rgdpe,CMR,1960,6368.96337890625000000
pop,CMR,1960,5.70467218542493000
rgdpe,CMR,1970,8443.74121093750000000
pop,CMR,1970,6.84176300000000000
rgdpe,CMR,1980,16535.80468750000000000
pop,CMR,1980,9.10972700000000000
rgdpe,CMR,1990,25803.40234375000000000
pop,CMR,1990,12.18081900000000000
rgdpe,CMR,2000,32701.66015625000000000
pop,CMR,2000,15.67826900000000000
rgdpe,CMR,2010,44344.04296875000000000
pop,CMR,2010,19.59888900000000000
rgdpe,COD,1950,11683.34179687500000000
pop,COD,1950,12.62562736908730000
rgdpe,COD,1960,18585.23632812500000000
pop,COD,1960,15.45592414053190000
rgdpe,COD,1970,21934.65625000000000000
pop,COD,1970,20.26700900000000000
rgdpe,COD,1980,25240.80273437500000000
pop,COD,1980,27.01869000000000000
rgdpe,COD,1990,22656.55468750000000000
pop,COD,1990,36.40622600000000000
rgdpe,COD,2000,14562.10351562500000000
pop,COD,2000,49.62620000000000000
rgdpe,COD,2010,25364.17187500000000000
pop,COD,2010,65.96579500000000000
rgdpe,COG,1960,951.51013183593800000
pop,COG,1960,1.05158399258100000
rgdpe,COG,1970,1700.14111328125000000
pop,COG,1970,1.33508800000000000
rgdpe,COG,1980,3699.21582031250000000
pop,COG,1980,1.79828500000000000
rgdpe,COG,1990,4043.53906250000000000
pop,COG,1990,2.38890200000000000
rgdpe,COG,2000,6354.18164062500000000
pop,COG,2000,3.13577300000000000
rgdpe,COG,2010,11645.75000000000000000
pop,COG,2010,4.04289900000000000
rgdpe,COL,1950,34214.49609375000000000
pop,COL,1950,11.53764909904950000
rgdpe,COL,1960,51076.92578125000000000
pop,COL,1960,15.87839861208220000
rgdpe,COL,1970,86299.44531250000000000
pop,COL,1970,21.32981100000000000
rgdpe,COL,1980,174500.43750000000000000
pop,COL,1980,26.87490600000000000
rgdpe,COL,1990,210836.98437500000000000
pop,COL,1990,33.20332100000000000
rgdpe,COL,2000,255077.09375000000000000
pop,COL,2000,39.76416600000000000
rgdpe,COL,2010,387636.34375000000000000
pop,COL,2010,46.29484100000000000
rgdpe,COM,1960,177.40667724609400000
pop,COM,1960,0.18427702101146200
rgdpe,COM,1970,358.55743408203100000
pop,COM,1970,0.23803200000000000
rgdpe,COM,1980,563.56024169921900000
pop,COM,1980,0.32886100000000000
rgdpe,COM,1990,705.68823242187500000
pop,COM,1990,0.43787600000000000
rgdpe,COM,2000,717.56048583984400000
pop,COM,2000,0.56246900000000000
rgdpe,COM,2010,873.95404052734400000
pop,COM,2010,0.73475000000000000
rgdpe,CPV,1960,161.01657104492200000
pop,CPV,1960,0.20073092114688700
rgdpe,CPV,1970,303.56222534179700000
pop,CPV,1970,0.27428200000000000
rgdpe,CPV,1980,327.80328369140600000
pop,CPV,1980,0.30004700000000000
rgdpe,CPV,1990,553.06530761718800000
pop,CPV,1990,0.34816500000000000
rgdpe,CPV,2000,1176.01916503906000000
pop,CPV,2000,0.43723800000000000
rgdpe,CPV,2010,2274.46533203125000000
pop,CPV,2010,0.49599900000000000
rgdpe,CRI,1950,2694.61645507813000000
pop,CRI,1950,0.90937188742413700
rgdpe,CRI,1960,5630.53613281250000000
pop,CRI,1960,1.30904231193594000
rgdpe,CRI,1970,9886.32128906250000000
pop,CRI,1970,1.82037900000000000
rgdpe,CRI,1980,16617.18750000000000000
pop,CRI,1980,2.34334500000000000
rgdpe,CRI,1990,19933.00976562500000000
pop,CRI,1990,3.07024000000000000
rgdpe,CRI,2000,33077.66015625000000000
pop,CRI,2000,3.91918000000000000
rgdpe,CRI,2010,46358.18359375000000000
pop,CRI,2010,4.65888700000000000
rgdpe,CYP,1950,1085.05810546875000000
pop,CYP,1950,0.49330473478685300
rgdpe,CYP,1960,1721.13330078125000000
pop,CYP,1960,0.57219354864952800
rgdpe,CYP,1970,3594.62524414063000000
pop,CYP,1970,0.61373500000000000
rgdpe,CYP,1980,5237.82177734375000000
pop,CYP,1980,0.50860000000000000
rgdpe,CYP,1990,9964.09667968750000000
pop,CYP,1990,0.57940000000000000
rgdpe,CYP,2000,15456.83007812500000000
pop,CYP,2000,0.69360000000000000
rgdpe,CYP,2010,23256.06054687500000000
pop,CYP,2010,0.80936100000000000
rgdpe,CZE,1990,199835.95312500000000000
pop,CZE,1990,10.30271800000000000
rgdpe,CZE,2000,182742.89062500000000000
pop,CZE,2000,10.24289000000000000
rgdpe,CZE,2010,244792.43750000000000000
pop,CZE,2010,10.49296000000000000
rgdpe,DEU,1950,280959.34375000000000000
pop,DEU,1950,68.37625104468530000
rgdpe,DEU,1960,650134.25000000000000000
pop,DEU,1960,72.81526734261670000
rgdpe,DEU,1970,1017143.81250000000000000
pop,DEU,1970,78.16928700000000000
rgdpe,DEU,1980,1386544.75000000000000000
pop,DEU,1980,78.28857700000000000
rgdpe,DEU,1990,1763367.00000000000000000
pop,DEU,1990,79.09809400000000000
rgdpe,DEU,2000,2435641.00000000000000000
pop,DEU,2000,82.34902700000000000
rgdpe,DEU,2010,2789140.25000000000000000
pop,DEU,2010,82.30246500000000000
rgdpe,DJI,1970,1090.45080566406000000
pop,DJI,1970,0.16162200000000000
rgdpe,DJI,1980,1327.44909667969000000
pop,DJI,1980,0.34013300000000000
rgdpe,DJI,1990,1448.28479003906000000
pop,DJI,1990,0.56229000000000000
rgdpe,DJI,2000,1677.08593750000000000
pop,DJI,2000,0.73193000000000000
rgdpe,DJI,2010,2423.49682617188000000
pop,DJI,2010,0.88871600000000000
rgdpe,DMA,1970,204.78247070312500000
pop,DMA,1970,0.07107600000000000
rgdpe,DMA,1980,279.31832885742200000
pop,DMA,1980,0.07531200000000000
rgdpe,DMA,1990,467.90628051757800000
pop,DMA,1990,0.07092600000000000
rgdpe,DMA,2000,608.05255126953100000
pop,DMA,2000,0.06967200000000000
rgdpe,DMA,2010,758.55328369140600000
pop,DMA,2010,0.06775700000000000
rgdpe,DNK,1950,35963.35937500000000000
pop,DNK,1950,4.27095407300461000
rgdpe,DNK,1960,50796.30468750000000000
pop,DNK,1960,4.58095073950694000
rgdpe,DNK,1970,84032.40625000000000000
pop,DNK,1970,4.92870400000000000
rgdpe,DNK,1980,103512.73437500000000000
pop,DNK,1980,5.12302600000000000
rgdpe,DNK,1990,120480.80468750000000000
pop,DNK,1990,5.14103400000000000
rgdpe,DNK,2000,173555.32812500000000000
pop,DNK,2000,5.33950100000000000
rgdpe,DNK,2010,200073.67187500000000000
pop,DNK,2010,5.55014200000000000
rgdpe,DOM,1960,6990.02539062500000000
pop,DOM,1960,3.29638583565583000
rgdpe,DOM,1970,12203.48535156250000000
pop,DOM,1970,4.51157700000000000
rgdpe,DOM,1980,23898.35546875000000000
pop,DOM,1980,5.79407400000000000
rgdpe,DOM,1990,27796.57421875000000000
pop,DOM,1990,7.19466600000000000
rgdpe,DOM,2000,51835.23046875000000000
pop,DOM,2000,8.59196700000000000
rgdpe,DOM,2010,85167.28125000000000000
pop,DOM,2010,9.92732000000000000
rgdpe,ECU,1950,5700.81640625000000000
pop,ECU,1950,3.38839727978558000
rgdpe,ECU,1960,9525.73535156250000000
pop,ECU,1960,4.44065429106388000
rgdpe,ECU,1970,15195.70410156250000000
pop,ECU,1970,5.97246400000000000
rgdpe,ECU,1980,36888.12109375000000000
pop,ECU,1980,7.95781100000000000
rgdpe,ECU,1990,41338.56640625000000000
pop,ECU,1990,10.26058700000000000
rgdpe,ECU,2000,52084.92187500000000000
pop,ECU,2000,12.34502300000000000
rgdpe,ECU,2010,98562.60156250000000000
pop,ECU,2010,14.46473900000000000
rgdpe,EGY,1950,11864.64453125000000000
pop,EGY,1950,22.68094546479330000
rgdpe,EGY,1960,15978.94531250000000000
pop,EGY,1960,28.72513319137330000
rgdpe,EGY,1970,32299.12695312500000000
pop,EGY,1970,35.92328300000000000
rgdpe,EGY,1980,47739.85546875000000000
pop,EGY,1980,44.95249700000000000
rgdpe,EGY,1990,103418.04687500000000000
pop,EGY,1990,56.84327500000000000
rgdpe,EGY,2000,293284.53125000000000000
pop,EGY,2000,67.64841900000000000
rgdpe,EGY,2010,461198.09375000000000000
pop,EGY,2010,81.12107700000000000
rgdpe,ESP,1950,87202.46093750000000000
pop,ESP,1950,27.99278338955600000
rgdpe,ESP,1960,155266.70312500000000000
pop,ESP,1960,30.56455978970860000
rgdpe,ESP,1970,324388.12500000000000000
pop,ESP,1970,33.79176100000000000
rgdpe,ESP,1980,486527.65625000000000000
pop,ESP,1980,37.49532100000000000
rgdpe,ESP,1990,611508.93750000000000000
pop,ESP,1990,38.88915800000000000
rgdpe,ESP,2000,978498.56250000000000000
pop,ESP,2000,40.28845700000000000
rgdpe,ESP,2010,1354640.87500000000000000
pop,ESP,2010,46.07698900000000000
rgdpe,EST,1990,16423.71093750000000000
pop,EST,1990,1.56763100000000000
rgdpe,EST,2000,15584.90917968750000000
pop,EST,2000,1.37074900000000000
rgdpe,EST,2010,25265.34570312500000000
pop,EST,2010,1.34114000000000000
rgdpe,ETH,1950,7045.60937500000000000
pop,ETH,1950,19.82600975063690000
rgdpe,ETH,1960,10829.43164062500000000
pop,ETH,1960,23.75111423643030000
rgdpe,ETH,1970,16043.82128906250000000
pop,ETH,1970,28.95938200000000000
rgdpe,ETH,1980,21869.49414062500000000
pop,ETH,1980,35.42628200000000000
rgdpe,ETH,1990,32843.44140625000000000
pop,ETH,1990,48.33326100000000000
rgdpe,ETH,2000,33591.96484375000000000
pop,ETH,2000,65.57789700000000000
rgdpe,ETH,2010,76285.68750000000000000
pop,ETH,2010,82.94954100000000000
rgdpe,FIN,1950,21025.94335937500000000
pop,FIN,1950,4.00863107521926000
rgdpe,FIN,1960,36027.08593750000000000
pop,FIN,1960,4.42930285384799000
rgdpe,FIN,1970,60828.84375000000000000
pop,FIN,1970,4.60599800000000000
rgdpe,FIN,1980,82909.37500000000000000
pop,FIN,1980,4.77948800000000000
rgdpe,FIN,1990,111269.95312500000000000
pop,FIN,1990,4.98644100000000000
rgdpe,FIN,2000,151109.26562500000000000
pop,FIN,2000,5.17337000000000000
rgdpe,FIN,2010,177361.78125000000000000
pop,FIN,2010,5.36454600000000000
rgdpe,FJI,1960,926.91125488281300000
pop,FJI,1960,0.39301203097888700
rgdpe,FJI,1970,1539.43310546875000000
pop,FJI,1970,0.52055500000000000
rgdpe,FJI,1980,2993.67822265625000000
pop,FJI,1980,0.63529700000000000
rgdpe,FJI,1990,3707.25292968750000000
pop,FJI,1990,0.72839000000000000
rgdpe,FJI,2000,4405.58300781250000000
pop,FJI,2000,0.81171800000000000
rgdpe,FJI,2010,4341.11816406250000000
pop,FJI,2010,0.86062300000000000
rgdpe,FRA,1950,267727.68750000000000000
pop,FRA,1950,42.51859410220080000
rgdpe,FRA,1960,433285.15625000000000000
pop,FRA,1960,46.58498556868810000
rgdpe,FRA,1970,756393.75000000000000000
pop,FRA,1970,51.91949300000000000
rgdpe,FRA,1980,1120087.75000000000000000
pop,FRA,1980,55.11103000000000000
rgdpe,FRA,1990,1293837.00000000000000000
pop,FRA,1990,58.18317400000000000
rgdpe,FRA,2000,1752570.12500000000000000
pop,FRA,2000,60.76432500000000000
rgdpe,FRA,2010,2031723.25000000000000000
pop,FRA,2010,64.73112600000000000
rgdpe,GAB,1960,1221.37268066406000000
pop,GAB,1960,0.45895806975799600
rgdpe,GAB,1970,2882.21264648438000000
